,Gender,Age Group,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount
366,Male,36-45,Married,Himachal Pradesh,Northern,Others,Furniture,4,20229
367,Male,36-45,Single,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,1,20227
368,Male,36-45,Single,Karnataka,Southern,Aviation,Footwear & Shoes,2,20224
369,Male,36-45,Single,Uttar Pradesh,Central,Others,Footwear & Shoes,4,20216
370,Female,36-45,Married,Uttar Pradesh,Central,Healthcare,Furniture,3,20212
371,Female,26-35,Married,Himachal Pradesh,Northern,Others,Furniture,2,20211
372,Female,46-50,Single,Karnataka,Southern,IT Sector,Footwear & Shoes,2,20211
373,Female,18-25,Married,Delhi,Central,Hospitality,Footwear & Shoes,1,20210
374,Male,26-35,Married,Karnataka,Southern,Aviation,Footwear & Shoes,3,20209
375,Male,46-50,Single,Karnataka,Southern,IT Sector,Furniture,4,20208
376,Female,51-55,Single,Delhi,Central,Aviation,Footwear & Shoes,2,20207
377,Male,26-35,Single,Karnataka,Southern,Hospitality,Footwear & Shoes,4,20206
378,Female,0-17,Married,Uttar Pradesh,Central,Others,Furniture,3,20205
379,Female,51-55,Single,Madhya Pradesh,Central,Media,Furniture,4,20204
380,Female,26-35,Married,Karnataka,Southern,Media,Footwear & Shoes,1,20203
381,Female,26-35,Married,Gujarat,Western,Others,Furniture,3,20201
382,Male,51-55,Married,Himachal Pradesh,Northern,Banking,Footwear & Shoes,1,20201
383,Female,36-45,Married,Delhi,Central,Others,Footwear & Shoes,3,20200
384,Male,36-45,Single,Haryana,Northern,Others,Footwear & Shoes,3,20196
385,Female,26-35,Single,Delhi,Central,Aviation,Footwear & Shoes,3,20194
386,Female,26-35,Married,Karnataka,Southern,Banking,Footwear & Shoes,1,20192
387,Female,18-25,Single,Madhya Pradesh,Central,Govt,Furniture,1,20191
388,Male,26-35,Married,Uttar Pradesh,Central,Banking,Furniture,3,20191
389,Male,26-35,Single,Bihar,Eastern,Aviation,Footwear & Shoes,4,20189
390,Female,46-50,Single,Karnataka,Southern,Aviation,Footwear & Shoes,2,20188
391,Female,26-35,Single,Delhi,Central,Banking,Footwear & Shoes,2,20187
392,Female,26-35,Married,Bihar,Eastern,Others,Furniture,3,20173
393,Female,36-45,Single,Delhi,Central,Healthcare,Footwear & Shoes,3,20173
394,Female,26-35,Single,Delhi,Central,Others,Footwear & Shoes,3,20169
395,Male,26-35,Single,Karnataka,Southern,Aviation,Footwear & Shoes,3,20166
396,Male,26-35,Single,Maharashtra,Western,IT Sector,Furniture,2,20165
397,Female,26-35,Married,Uttar Pradesh,Central,Hospitality,Furniture,3,20162
398,Male,51-55,Single,Karnataka,Southern,Healthcare,Furniture,2,20149
399,Male,36-45,Single,Maharashtra,Western,Others,Furniture,3,20149
400,Female,55+,Married,Gujarat,Western,Healthcare,Furniture,2,20141
401,Female,26-35,Married,Uttar Pradesh,Central,Healthcare,Furniture,4,20139
402,Male,26-35,Single,Uttar Pradesh,Central,IT Sector,Furniture,3,20138
403,Female,36-45,Single,Rajasthan,Northern,Others,Furniture,3,20131
404,Female,26-35,Married,Uttarakhand,Central,IT Sector,Furniture,1,20131
405,Male,51-55,Single,Uttar Pradesh,Central,Others,Furniture,1,20120
406,Female,36-45,Married,Maharashtra,Western,Others,Furniture,2,20111
407,Male,36-45,Single,Karnataka,Southern,Aviation,Furniture,4,20098
408,Male,26-35,Married,Andhra Pradesh,Southern,Others,Furniture,4,20089
409,Female,18-25,Single,Uttarakhand,Central,IT Sector,Furniture,4,20079
410,Male,36-45,Single,Uttar Pradesh,Central,Govt,Furniture,3,20077
411,Male,36-45,Married,Rajasthan,Northern,Govt,Furniture,2,20066
412,Male,36-45,Single,Himachal Pradesh,Northern,IT Sector,Furniture,2,20064
413,Male,18-25,Single,Maharashtra,Western,Healthcare,Furniture,4,20058
414,Male,0-17,Married,Uttar Pradesh,Central,Aviation,Furniture,2,20058
415,Female,55+,Married,Madhya Pradesh,Central,Others,Furniture,1,20056
416,Female,26-35,Married,Kerala,Southern,IT Sector,Furniture,1,20027
417,Female,36-45,Single,Rajasthan,Northern,Banking,Furniture,1,20022
418,Female,26-35,Single,Andhra Pradesh,Southern,Media,Furniture,2,20014
419,Male,26-35,Single,Madhya Pradesh,Central,Aviation,Furniture,4,20007
420,Female,0-17,Single,Uttar Pradesh,Central,Aviation,Furniture,2,19991
421,Female,51-55,Single,Himachal Pradesh,Northern,Govt,Furniture,3,19990
422,Female,36-45,Single,Uttarakhand,Central,Banking,Furniture,3,19975
423,Female,26-35,Single,Haryana,Northern,Healthcare,Furniture,3,19967
424,Female,18-25,Married,Uttarakhand,Central,Aviation,Furniture,4,19952
425,Female,36-45,Single,Andhra Pradesh,Southern,Media,Furniture,2,19930
426,Female,36-45,Single,Kerala,Southern,Govt,Furniture,3,19927
427,Female,26-35,Married,Maharashtra,Western,Others,Furniture,3,19927
428,Male,26-35,Single,Kerala,Southern,Govt,Furniture,1,19920
429,Female,51-55,Married,Himachal Pradesh,Northern,Banking,Furniture,4,19919
430,Male,36-45,Married,Uttarakhand,Central,Others,Furniture,3,19911
431,Male,18-25,Married,Uttar Pradesh,Central,Others,Furniture,4,19909
432,Female,46-50,Single,Gujarat,Western,Others,Furniture,3,19907
433,Female,26-35,Single,Maharashtra,Western,Healthcare,Furniture,3,19904
434,Female,0-17,Single,Jharkhand,Eastern,Others,Furniture,3,19903
435,Female,18-25,Married,Haryana,Northern,Others,Furniture,2,19901
436,Female,26-35,Single,Uttarakhand,Central,Others,Furniture,4,19895
437,Male,26-35,Single,Andhra Pradesh,Southern,Govt,Food,1,19708
438,Female,18-25,Single,Maharashtra,Western,Others,Food,4,19705
439,Female,26-35,Married,Maharashtra,Western,Healthcare,Food,2,19704
440,Female,18-25,Married,Telangana,Southern,Banking,Food,3,19702
441,Female,26-35,Single,Uttar Pradesh,Central,Healthcare,Food,3,19699
442,Male,0-17,Married,Kerala,Southern,Others,Food,1,19696
443,Male,0-17,Married,Delhi,Central,Others,Food,1,19695
444,Male,51-55,Single,Uttar Pradesh,Central,Govt,Food,2,19695
445,Female,26-35,Single,Andhra Pradesh,Southern,Aviation,Food,2,19690
446,Female,26-35,Single,Gujarat,Western,Others,Food,1,19690
447,Female,18-25,Single,Karnataka,Southern,IT Sector,Food,2,19687
448,Female,26-35,Married,Himachal Pradesh,Northern,Banking,Food,4,19686
449,Female,36-45,Single,Karnataka,Southern,IT Sector,Food,3,19686
450,Female,0-17,Single,Rajasthan,Northern,Govt,Food,2,19684
451,Female,18-25,Single,Uttar Pradesh,Central,Healthcare,Food,4,19684
453,Female,26-35,Single,Maharashtra,Western,Banking,Food,4,19683
454,Female,26-35,Married,Karnataka,Southern,Aviation,Food,1,19681
455,Female,18-25,Married,Maharashtra,Western,Healthcare,Food,3,19681
456,Female,18-25,Single,Uttar Pradesh,Central,Hospitality,Food,3,19681
457,Male,51-55,Single,Uttar Pradesh,Central,IT Sector,Food,2,19678
458,Female,55+,Married,Kerala,Southern,Govt,Food,3,19677
459,Female,26-35,Single,Bihar,Eastern,IT Sector,Food,1,19676
460,Male,36-45,Single,Uttar Pradesh,Central,IT Sector,Food,2,19676
461,Female,26-35,Single,Andhra Pradesh,Southern,IT Sector,Food,4,19674
462,Male,36-45,Married,Uttar Pradesh,Central,Healthcare,Food,1,19674
463,Male,36-45,Married,Jharkhand,Eastern,Hospitality,Food,2,19672
465,Male,26-35,Single,Uttar Pradesh,Central,Banking,Food,1,19671
466,Female,26-35,Single,Maharashtra,Western,Others,Food,4,19670
467,Female,36-45,Single,Uttar Pradesh,Central,Others,Food,4,19670
468,Female,26-35,Single,Karnataka,Southern,IT Sector,Food,2,19669
469,Female,26-35,Single,Maharashtra,Western,Healthcare,Food,4,19667
470,Female,26-35,Married,Uttar Pradesh,Central,Aviation,Food,1,19660
471,Female,18-25,Married,Uttar Pradesh,Central,Media,Food,4,19659
472,Male,51-55,Single,Maharashtra,Western,IT Sector,Food,1,19658
473,Female,26-35,Single,Andhra Pradesh,Southern,Others,Food,3,19654
474,Female,18-25,Married,Haryana,Northern,IT Sector,Food,3,19652
475,Female,51-55,Married,Maharashtra,Western,Aviation,Food,2,19650
476,Female,51-55,Single,Uttar Pradesh,Central,Others,Food,3,19646
477,Male,26-35,Married,Punjab,Northern,Hospitality,Food,4,19644
478,Female,51-55,Single,Telangana,Southern,Others,Food,2,19643
479,Female,26-35,Single,Madhya Pradesh,Central,Others,Food,1,19642
480,Female,36-45,Single,Haryana,Northern,IT Sector,Food,2,19641
481,Female,36-45,Single,Karnataka,Southern,Others,Food,1,19639
482,Female,26-35,Single,Gujarat,Western,Media,Food,2,19638
483,Female,36-45,Married,Bihar,Eastern,IT Sector,Food,2,19637
484,Female,26-35,Married,Haryana,Northern,IT Sector,Food,1,19637
485,Female,26-35,Married,Bihar,Eastern,Media,Food,4,19634
486,Female,26-35,Married,Uttar Pradesh,Central,Others,Food,3,19630
487,Female,26-35,Married,Uttar Pradesh,Central,IT Sector,Food,4,19629
488,Female,36-45,Married,Andhra Pradesh,Southern,Govt,Food,4,19628
489,Female,36-45,Married,Maharashtra,Western,Others,Food,3,19628
490,Female,26-35,Married,Maharashtra,Western,Healthcare,Food,1,19625
491,Male,26-35,Single,Maharashtra,Western,IT Sector,Food,3,19623
492,Female,18-25,Single,Delhi,Central,Healthcare,Food,4,19620
494,Male,26-35,Married,Maharashtra,Western,Others,Food,2,19619
495,Female,36-45,Married,Bihar,Eastern,Others,Food,4,19617
496,Female,46-50,Single,Bihar,Eastern,Media,Food,2,19617
497,Female,36-45,Single,Karnataka,Southern,Aviation,Food,4,19615
498,Female,26-35,Single,Haryana,Northern,Aviation,Food,1,19614
499,Female,36-45,Single,Uttar Pradesh,Central,Govt,Food,4,19613
500,Male,18-25,Married,Uttar Pradesh,Central,Aviation,Food,1,19609
501,Female,36-45,Single,Karnataka,Southern,Banking,Food,2,19608
502,Female,18-25,Single,Uttar Pradesh,Central,Govt,Food,4,19604
503,Male,18-25,Married,Uttar Pradesh,Central,Banking,Food,4,19603
504,Female,26-35,Married,Uttar Pradesh,Central,IT Sector,Food,3,19603
505,Female,26-35,Married,Uttar Pradesh,Central,Others,Food,2,19602
506,Male,36-45,Married,Himachal Pradesh,Northern,Others,Food,3,19600
507,Female,36-45,Single,Haryana,Northern,IT Sector,Food,3,19599
508,Female,18-25,Single,Haryana,Northern,Govt,Food,4,19596
509,Female,26-35,Single,Andhra Pradesh,Southern,Govt,Food,3,19595
510,Female,36-45,Married,Uttar Pradesh,Central,Others,Food,3,19591
511,Female,18-25,Single,Uttar Pradesh,Central,Banking,Food,2,19589
512,Female,26-35,Married,Andhra Pradesh,Southern,Healthcare,Food,4,19587
513,Male,18-25,Single,Andhra Pradesh,Southern,Healthcare,Food,2,19586
514,Female,46-50,Single,Andhra Pradesh,Southern,Others,Food,2,19586
515,Male,18-25,Single,Kerala,Southern,Healthcare,Food,1,19586
516,Female,51-55,Married,Uttar Pradesh,Central,IT Sector,Food,4,19585
517,Female,26-35,Single,Haryana,Northern,Others,Food,3,19583
518,Male,51-55,Single,Uttar Pradesh,Central,Aviation,Food,1,19583
519,Male,26-35,Single,Haryana,Northern,Others,Food,1,19582
520,Male,26-35,Single,Andhra Pradesh,Southern,Healthcare,Food,2,19580
521,Female,18-25,Single,Madhya Pradesh,Central,Govt,Food,2,19580
522,Male,18-25,Married,Madhya Pradesh,Central,Healthcare,Food,3,19578
523,Male,26-35,Single,Uttar Pradesh,Central,Aviation,Food,2,19577
524,Male,26-35,Single,Uttar Pradesh,Central,Aviation,Food,4,19577
525,Male,36-45,Single,Bihar,Eastern,Others,Food,1,19575
526,Female,18-25,Single,Uttar Pradesh,Central,Healthcare,Food,2,19575
527,Female,36-45,Single,Uttar Pradesh,Central,Banking,Food,3,19575
528,Female,18-25,Married,Bihar,Eastern,IT Sector,Food,1,19574
529,Male,26-35,Single,Kerala,Southern,Healthcare,Food,4,19574
530,Male,18-25,Single,Delhi,Central,Others,Food,3,19573
531,Male,18-25,Single,Madhya Pradesh,Central,Others,Food,2,19573
532,Female,36-45,Single,Karnataka,Southern,Others,Food,4,19572
533,Female,55+,Single,Maharashtra,Western,Hospitality,Food,4,19571
534,Female,46-50,Single,Andhra Pradesh,Southern,Media,Food,3,19568
535,Male,51-55,Single,Karnataka,Southern,Banking,Food,4,19568
536,Female,18-25,Single,Bihar,Eastern,Others,Food,3,19567
537,Female,36-45,Married,Karnataka,Southern,IT Sector,Food,2,19567
538,Female,26-35,Single,Delhi,Central,Healthcare,Food,1,19566
539,Female,26-35,Single,Uttar Pradesh,Central,Media,Food,2,19566
540,Female,36-45,Single,Maharashtra,Western,Others,Food,3,19565
541,Female,46-50,Married,Karnataka,Southern,Banking,Food,1,19564
542,Female,0-17,Single,Maharashtra,Western,Banking,Food,2,19561
543,Male,26-35,Single,Madhya Pradesh,Central,Govt,Food,4,19560
544,Male,18-25,Married,Jharkhand,Eastern,Banking,Food,4,19557
545,Male,55+,Single,Uttarakhand,Central,Others,Food,2,19557
546,Female,51-55,Single,Maharashtra,Western,Govt,Food,2,19556
547,Female,18-25,Single,Karnataka,Southern,Aviation,Food,1,19555
548,Female,26-35,Married,Maharashtra,Western,Banking,Food,4,19555
549,Female,26-35,Single,Karnataka,Southern,Others,Food,4,19554
550,Female,26-35,Married,Uttar Pradesh,Central,Aviation,Food,1,19554
551,Female,26-35,Single,Uttar Pradesh,Central,Hospitality,Food,4,19552
552,Female,46-50,Married,Maharashtra,Western,Aviation,Food,1,19551
553,Female,26-35,Single,Gujarat,Western,Aviation,Food,2,19548
554,Male,26-35,Single,Karnataka,Southern,Others,Food,2,19547
555,Female,51-55,Married,Maharashtra,Western,Others,Food,4,19545
556,Female,36-45,Single,Maharashtra,Western,Others,Food,2,19536
557,Female,26-35,Single,Haryana,Northern,Others,Food,3,19533
558,Female,26-35,Married,Uttar Pradesh,Central,Govt,Food,3,19532
559,Male,26-35,Married,Karnataka,Southern,Govt,Food,1,19531
560,Female,18-25,Single,Maharashtra,Western,Media,Food,4,19531
561,Female,46-50,Single,Maharashtra,Western,Healthcare,Food,3,19527
562,Female,26-35,Single,Maharashtra,Western,Others,Food,3,19524
563,Male,26-35,Single,Karnataka,Southern,Others,Food,3,19522
564,Female,18-25,Single,Uttar Pradesh,Central,Healthcare,Food,3,19522
565,Male,51-55,Single,Maharashtra,Western,Hospitality,Food,1,19520
566,Female,26-35,Single,Uttar Pradesh,Central,Others,Food,4,19520
567,Female,26-35,Married,Gujarat,Western,Banking,Food,4,19518
568,Female,26-35,Single,Andhra Pradesh,Southern,IT Sector,Food,2,19516
569,Female,26-35,Married,Maharashtra,Western,Others,Food,4,19516
570,Female,26-35,Married,Uttar Pradesh,Central,Banking,Food,3,19516
571,Male,26-35,Single,Kerala,Southern,Hospitality,Food,1,19515
572,Female,26-35,Married,Maharashtra,Western,IT Sector,Food,3,19515
573,Female,18-25,Single,Telangana,Southern,Media,Food,4,19513
574,Female,26-35,Married,Haryana,Northern,Others,Food,1,19512
575,Female,26-35,Single,Uttar Pradesh,Central,Aviation,Food,3,19510
576,Female,46-50,Single,Bihar,Eastern,Others,Food,1,19508
577,Female,36-45,Single,Delhi,Central,Aviation,Food,3,19507
578,Female,26-35,Single,Maharashtra,Western,Others,Food,1,19507
579,Female,46-50,Single,Haryana,Northern,Others,Food,3,19506
580,Female,55+,Married,Gujarat,Western,Banking,Food,1,19505
581,Female,55+,Married,Maharashtra,Western,Others,Food,4,19499
582,Female,26-35,Married,Uttar Pradesh,Central,Others,Food,2,19499
583,Male,26-35,Single,Jharkhand,Eastern,IT Sector,Food,2,19497
584,Female,26-35,Married,Uttar Pradesh,Central,Aviation,Food,2,19495
585,Female,26-35,Single,Delhi,Central,Media,Food,2,19493
586,Female,18-25,Married,Andhra Pradesh,Southern,IT Sector,Food,4,19490
587,Female,36-45,Married,Uttar Pradesh,Central,Others,Food,2,19490
588,Male,51-55,Single,Uttar Pradesh,Central,IT Sector,Food,2,19490
589,Female,46-50,Married,Bihar,Eastern,Others,Food,2,19489
590,Female,18-25,Married,Uttar Pradesh,Central,Healthcare,Food,1,19488
591,Female,55+,Single,Madhya Pradesh,Central,Others,Food,3,19487
592,Female,26-35,Single,Karnataka,Southern,Aviation,Food,1,19486
593,Female,36-45,Single,Gujarat,Western,Others,Food,3,19484
594,Female,18-25,Single,Madhya Pradesh,Central,Others,Food,3,19484
595,Female,18-25,Single,Maharashtra,Western,Media,Food,4,19483
596,Female,36-45,Single,Madhya Pradesh,Central,Healthcare,Food,3,19477
597,Female,36-45,Married,Madhya Pradesh,Central,IT Sector,Food,2,19477
598,Male,51-55,Single,Maharashtra,Western,Healthcare,Food,2,19477
599,Female,18-25,Single,Maharashtra,Western,IT Sector,Food,4,19474
600,Female,18-25,Single,Uttar Pradesh,Central,Healthcare,Food,2,19474
601,Male,18-25,Single,Andhra Pradesh,Southern,Healthcare,Food,1,19472
602,Male,26-35,Single,Madhya Pradesh,Central,Others,Food,1,19472
603,Female,36-45,Married,Delhi,Central,Others,Food,3,19469
604,Female,26-35,Single,Uttar Pradesh,Central,Others,Food,4,19467
605,Female,26-35,Married,Haryana,Northern,Media,Food,1,19466
606,Female,26-35,Single,Karnataka,Southern,Others,Food,2,19466
607,Male,46-50,Married,Punjab,Northern,Govt,Food,1,19465
608,Male,46-50,Married,Telangana,Southern,Govt,Food,4,19465
609,Female,26-35,Single,Maharashtra,Western,IT Sector,Food,3,19462
610,Male,18-25,Single,Uttar Pradesh,Central,Others,Food,4,19459
611,Female,26-35,Married,Uttar Pradesh,Central,IT Sector,Food,2,19457
612,Male,55+,Married,Uttar Pradesh,Central,Banking,Food,2,19457
613,Male,26-35,Single,Maharashtra,Western,Others,Food,4,19456
614,Female,18-25,Married,Rajasthan,Northern,Others,Food,3,19455
615,Female,36-45,Married,Delhi,Central,Media,Food,4,19454
616,Female,26-35,Married,Maharashtra,Western,Govt,Food,1,19454
617,Male,26-35,Married,Karnataka,Southern,Others,Food,3,19451
618,Male,36-45,Single,Himachal Pradesh,Northern,Banking,Food,3,19450
619,Female,26-35,Single,Uttar Pradesh,Central,Govt,Food,1,19449
620,Female,18-25,Married,Uttar Pradesh,Central,Others,Food,1,19448
621,Male,26-35,Married,Uttar Pradesh,Central,Others,Food,3,19446
622,Female,26-35,Single,Delhi,Central,Healthcare,Food,2,19445
623,Male,36-45,Married,Maharashtra,Western,Banking,Food,1,19445
624,Male,51-55,Married,Kerala,Southern,Media,Food,3,19444
625,Female,18-25,Single,Madhya Pradesh,Central,IT Sector,Food,2,19443
626,Female,26-35,Single,Haryana,Northern,Banking,Food,4,19441
627,Female,26-35,Married,Uttar Pradesh,Central,IT Sector,Food,3,19438
628,Male,26-35,Married,Bihar,Eastern,Media,Food,4,19437
629,Female,26-35,Married,Uttar Pradesh,Central,Aviation,Food,1,19437
630,Female,18-25,Married,Uttar Pradesh,Central,Govt,Food,1,19436
631,Female,36-45,Single,Maharashtra,Western,Govt,Food,1,19434
632,Female,36-45,Single,Uttar Pradesh,Central,Healthcare,Food,1,19434
633,Female,26-35,Single,Maharashtra,Western,Others,Food,2,19433
634,Female,26-35,Married,Karnataka,Southern,Aviation,Food,1,19432
635,Female,18-25,Married,Maharashtra,Western,Govt,Food,1,19431
636,Female,26-35,Married,Uttar Pradesh,Central,IT Sector,Food,3,19431
637,Female,26-35,Single,Bihar,Eastern,Others,Food,1,19426
638,Male,0-17,Married,Andhra Pradesh,Southern,Hospitality,Food,3,19425
639,Female,26-35,Married,Karnataka,Southern,Hospitality,Food,2,19424
640,Female,46-50,Single,Uttar Pradesh,Central,Others,Food,1,19423
641,Female,26-35,Married,Telangana,Southern,Others,Food,4,19419
642,Male,36-45,Single,Gujarat,Western,Others,Food,2,19416
643,Female,18-25,Married,Uttar Pradesh,Central,Media,Food,1,19415
644,Female,46-50,Single,Madhya Pradesh,Central,Healthcare,Food,1,19414
645,Female,51-55,Married,Uttar Pradesh,Central,Others,Food,3,19413
646,Male,26-35,Single,Andhra Pradesh,Southern,Others,Food,2,19412
647,Female,36-45,Married,Karnataka,Southern,Aviation,Food,4,19410
648,Male,36-45,Single,Uttarakhand,Central,Hospitality,Food,3,19408
649,Female,26-35,Single,Andhra Pradesh,Southern,Media,Food,2,19406
650,Female,36-45,Single,Telangana,Southern,Others,Food,4,19404
651,Female,18-25,Married,Gujarat,Western,Aviation,Food,3,19402
